CLAVE,Genero,Aodeegreso,ies,region,Tipo_prueba,PHCE_NOTA,NOTA_PCE,PRP_NOTA_escritura,asis_phce,nivel2,asis_pcp,PCPInscrita
OQ1556161521,Mujer,2014,Universidad Católica de la Santísima Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1564916821,Mujer,2016,Universidad Viña del Mar,5,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1568391211,Hombre,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1574166221,Mujer,2015,Universidad de las Américas,4,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1618391921,Mujer,2015,Universidad Diego Portales,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1631200121,Mujer,2015,Universidad De Playa Ancha De Ciencias De La Educación,5,2,4,Competente, ,Asiste,Especial,Asiste,Básica
OQ1635547911,Hombre,2016,Universidad Alberto Hurtado,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1638643621,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1645046721,Mujer,2016,Universidad Católica del Maule,7,2,4,Competente, ,Asiste,Especial,Asiste,Básica
OQ1645500121,Mujer,2015,Universidad de Atacama,3,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1646840121,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1647934321,Mujer,2015,Universidad de la Serena,4,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1648402121,Mujer,2015,Universidad Autónoma de Chile,9,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1649882121,Mujer,2015,Universidad De Playa Ancha De Ciencias De La Educación,5,2,3,Apropiado, ,Asiste,Básica,Asiste,Básica
OQ1654836621,Mujer,2015,Universidad de Tarapacá,15,2,1,En desarrollo, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1655443421,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1666100921,Mujer,2015,Universidad San Sebastián,8,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1673071421,Mujer,2016,Universidad Viña del Mar,5,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1688464211,Hombre,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1695637521,Mujer,2015,Universidad de Atacama,3,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1697288221,Mujer,2014,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1710905621,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1715437911,Hombre,2015,Universidad Autónoma de Chile,7,2,2,Esencial, ,Asiste,Media,Asiste,Media
OQ1727408121,Mujer,2014,Universidad de Santiago de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1730443911,Hombre,2015,Universidad de las Américas,5,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1736897911,Hombre,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1740504611,Hombre,2016,Universidad de Antofagasta,2,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1786444521,Mujer,2015,Universidad Alberto Hurtado,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1791339821,Mujer,2015,Universidad Santo Tomás,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1798780121,Mujer,2015,Universidad Diego Portales,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1822963911,Hombre,2015,Universidad del Pacífico,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1829040811,Hombre,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1831172221,Mujer,2015,Universidad San Sebastián,14,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1835506521,Mujer,2015,Universidad del Desarrollo,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1844186711,Hombre,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1847568811,Hombre,2015,Universidad de Antofagasta,2,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1848015921,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1865642411,Hombre,2015,Universidad de las Américas,8,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1868409421,Mujer,2013,Universidad Católica de la Santísima Concepción,8,2,4,Competente, ,Asiste,Media,No asiste, 
OQ1869991421,Mujer,2015,Universidad de Magallanes,12,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1882687711,Hombre,2015,Universidad San Sebastián,8,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1884949121,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1885644821,Mujer,2015,Universidad de Santiago de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1907925221,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1909245821,Mujer,2015,Universidad Autónoma de Chile,9,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1938068721,Mujer,2015,Universidad de Atacama,3,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1949627521,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1952527421,Mujer,2016,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
OQ1965060911,Hombre,2015,Universidad de Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1966337921,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
OQ1967187021,Mujer,2015,Universidad del Desarrollo,8,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1967669121,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1978330021,Mujer,2015,Universidad de Tarapacá,15,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1989354421,Mujer,2015,Universidad Autónoma de Chile,7,2,4,Competente, ,Asiste,Media,Asiste,Media
OQ1997953521,Mujer,2015,Universidad Adventista de Chile,8,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
OQ1998172521,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1002652421,Mujer,2014,Universidad de Santiago de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1005604821,Mujer,2015,Universidad Católica Silva Henríquez,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1008454221,Mujer,2015,Universidad de Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1015081711,Hombre,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1088212811,Hombre,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1098386311,Hombre,2014,Universidad Católica del Maule,7,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1106165921,Mujer,2015,Universidad Viña del Mar,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1116777421,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1118571111,Hombre,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1143014921,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
PO1164250111,Hombre,2014,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1169811921,Mujer,2015,Universidad Andrés Bello,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1180391221,Mujer,2015,Universidad Viña del Mar,5,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1182612511,Hombre,2015,Universidad De Playa Ancha De Ciencias De La Educación,6,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1199505821,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1206991521,Mujer,2015,Instituto Profesional Providencia,8,2,2,Esencial, ,Asiste,Especial,Asiste,Básica
PO1221215011,Hombre,2015,Universidad de las Américas,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1225354221,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1271455621,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1291831811,Hombre,2015,Pontificia Universidad Católica de Valparaíso,5,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1304218421,Mujer,2015,Universidad de Atacama,3,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1309592821,Mujer,2015,Universidad del Bío - Bío,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1330040121,Mujer,2015,Universidad de las Américas,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1334778511,Hombre,2015,Universidad Católica de la Santísima Concepción,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1364057111,Hombre,2015,Universidad de Magallanes,12,2,2,Esencial, ,Asiste,Media,Asiste,Media
PO1364714411,Hombre,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1365177721,Mujer,2015,Pontificia Universidad Católica de Valparaíso,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1381765811,Hombre,2015,Universidad San Sebastián,13,2,2,Esencial, ,Asiste,Media,Asiste,Media
PO1386079321,Mujer,2014,Universidad Católica del Maule,7,2,1,En desarrollo, ,Asiste,Media,Asiste,Media
PO1394949211,Hombre,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1403452621,Mujer,2015,Universidad Andrés Bello,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1407908221,Mujer,2014,Universidad Católica de la Santísima Concepción,7,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1413075921,Mujer,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1420448221,Mujer,2014,Pontificia Universidad Católica de Valparaíso,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1442764011,Hombre,2016,Universidad Alberto Hurtado,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1458777611,Hombre,2015,Universidad de las Américas,13,2,2,Esencial, ,Asiste,Media,Asiste,Media
PO1463851121,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1465922911,Hombre,2015,Universidad del Desarrollo,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1483994521,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1487948311,Hombre,2014,Universidad Santo Tomás,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1494768611,Hombre,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1500577421,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1519647021,Mujer,2014,Universidad Chileno-Británica,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1520477111,Hombre,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1524351021,Mujer,2015,Universidad Adventista de Chile,8,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1532615811,Hombre,2015,Universidad Diego Portales,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1560581811,Hombre,2014,Universidad Andrés Bello,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1569214211,Hombre,2015,Universidad De Playa Ancha De Ciencias De La Educación,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1608548421,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Especial,Asiste,Básica
PO1608743611,Hombre,2015,Universidad Católica de Temuco,9,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1612759111,Hombre,2014,Pontificia Universidad Católica de Valparaíso,11,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1619952121,Mujer,2015,Universidad San Sebastián,8,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1637013511,Hombre,2015,Universidad Viña del Mar,5,2,4,Competente, ,Asiste,Media,Asiste,Básica
PO1638570811,Hombre,2015,Universidad Adventista de Chile,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1651730811,Hombre,2015,Universidad De Playa Ancha De Ciencias De La Educación,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1657513921,Mujer,2015,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1664195711,Hombre,2014,Universidad Autónoma de Chile,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1665894011,Hombre,2014,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1680290821,Mujer,2014,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1685192321,Mujer,2015,Universidad Viña del Mar,5,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1703231821,Mujer,2015,Universidad Católica de la Santísima Concepción,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1708931221,Mujer,2015,Universidad San Sebastián,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1716572311,Hombre,2017,Universidad Autónoma de Chile,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1719800311,Hombre,2015,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1734016221,Mujer,2014,Pontificia Universidad Católica de Chile,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1746350521,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1748503121,Mujer,2014,Universidad Andrés Bello,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1749896421,Mujer,2015,Universidad del Desarrollo,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1750312621,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1751718711,Hombre,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1756895321,Mujer,2015,Pontificia Universidad Católica de Chile,10,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1775657521,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1775915821,Mujer,2015,Universidad Metropolitana de Ciencias de la Educación,6,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1784131211,Hombre,2015,Pontificia Universidad Católica de Chile,13,2,2,Esencial, ,Asiste,Media,Asiste,Media
PO1807821621,Mujer,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1820053521,Mujer,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1831638121,Mujer,2015,Universidad Bernardo O'Higgins,13,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1832418711,Hombre,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1848529311,Hombre,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1850614321,Mujer,2015,Universidad de Valparaíso,5,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1854296611,Hombre,2014,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1866602211,Hombre,2015,Universidad del Bío - Bío,6,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1873170411,Hombre,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1917149121,Mujer,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1947217721,Mujer,2015,Universidad Andrés Bello,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1951564321,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PO1972128811,Hombre,2015,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PO1979546221,Mujer,2015,Universidad De Playa Ancha De Ciencias De La Educación,5,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PO1991753021,Mujer,2015,Universidad San Sebastián,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PP1000865121,Mujer,2015,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
PP1028313311,Hombre,2014,Universidad de las Américas,13,2,1,En desarrollo, ,Asiste,Media,Asiste,Media
PP1034809521,Mujer,2014,Universidad Santo Tomás,9,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1048689111,Hombre,2015,Pontificia Universidad Católica de Valparaíso,6,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
PP1062239111,Hombre,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1063931011,Hombre,2015,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1065449221,Mujer,2015,Universidad de Tarapacá,15,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1093715721,Mujer,2015,Universidad Santo Tomás,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1099375221,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1105721621,Mujer,2015,Universidad San Sebastián,14,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1117797621,Mujer,2016,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
PP1121844521,Mujer,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1125194721,Mujer,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1165982311,Hombre,2015,Universidad de las Américas,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1173487521,Mujer,2015,Universidad del Desarrollo,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1174175721,Mujer,2014,Universidad Andrés Bello,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1180079111,Hombre,2015,Universidad San Sebastián,14,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1197302921,Mujer,2015,Universidad Andrés Bello,5,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1221126121,Mujer,2015,Universidad San Sebastián,14,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1241752711,Hombre,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1259645711,Hombre,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1267691821,Mujer,2015,Universidad de las Américas,5,2,4,Competente, ,Asiste,Media,Asiste,Media
PP1269967621,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1271206721,Mujer,2015,Universidad de Concepción,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1288340411,Hombre,2015,Universidad Bolivariana,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1295007821,Mujer,2016,Universidad Alberto Hurtado,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1299308821,Mujer,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
PP1299499021,Mujer,2016,Universidad Católica del Maule,7,2,4,Competente, ,Asiste,Especial,Asiste,Básica
PP1315166921,Mujer,2016,Universidad Católica del Maule,7,2,3,Apropiado, ,Asiste,Especial,Asiste,Básica
PP1315435421,Mujer,2016,Pontificia Universidad Católica de Valparaíso,5,2,4,Competente, ,Asiste,Media,Asiste,Media
PP1337237211,Hombre,2015,Universidad San Sebastián,10,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1350057111,Hombre,2015,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1357978821,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1384197511,Hombre,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1386587221,Mujer,2014,Universidad de Santiago de Chile,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1397180221,Mujer,2014,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1398399711,Hombre,2015,Universidad Viña del Mar,5,2,4,Competente, ,Asiste,Media,Asiste,Media
PP1411234121,Mujer,2015,Pontificia Universidad Católica de Chile,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1421803411,Hombre,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PP1424314421,Mujer,2015,Universidad San Sebastián,8,2,1,En desarrollo, ,Asiste,Especial,Asiste,Básica
PP1425483111,Hombre,2015,Pontificia Universidad Católica de Valparaíso,5,2,4,Competente, ,Asiste,Media,Asiste,Media
PP1428954721,Mujer,2015,Universidad San Sebastián,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1447254421,Mujer,2015,Universidad de las Américas,5,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1497254511,Hombre,2015,Universidad de la Serena,4,2,4,Competente, ,Asiste,Media,Asiste,Media
PP1506637921,Mujer,2015,Universidad San Sebastián,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PP1518007121,Mujer,2015,Pontificia Universidad Católica de Chile,5,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1519927311,Hombre,2015,Universidad Autónoma de Chile,13,2,3,Apropiado, ,Asiste,Básica,Asiste,Básica
PP1525469421,Mujer,2015,Universidad San Sebastián,14,2,4,Competente, ,Asiste,Media,Asiste,Media
PP1528979321,Mujer,2015,Universidad Andrés Bello,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1537224221,Mujer,2015,Universidad Diego Portales,6,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PP1668298321,Mujer,2014,Universidad Andrés Bello,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1875926911,Hombre,2015,Universidad Católica del Maule,6,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PP1955882321,Mujer,2013,Instituto Profesional Valle Central,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1549299721,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1549815311,Hombre,2015,Universidad Autónoma de Chile,9,2,4,Competente, ,Asiste,Media,Asiste,Media
PQ1588458911,Hombre,2015,Universidad del Desarrollo,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1593321211,Hombre,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1595180321,Mujer,2015,Universidad de Tarapacá,15,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1596719121,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,2,1,En desarrollo, ,Asiste,Media,Asiste,Media
PQ1601394721,Mujer,2015,Universidad San Sebastián,13,2,4,Competente, ,Asiste,Especial,Asiste,Básica
PQ1621327911,Hombre,2016,Universidad Alberto Hurtado,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PQ1622999711,Hombre,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1648804911,Hombre,2015,Universidad de las Américas,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1657085411,Hombre,2015,Universidad San Sebastián,14,2,4,Competente, ,Asiste,Media,Asiste,Media
PQ1668512621,Mujer,2015,Universidad Santo Tomás,2,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1678827011,Hombre,2015,Universidad del Desarrollo,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PQ1679049921,Mujer,2015,Universidad de Atacama,3,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1681320021,Mujer,2014,Universidad Católica de la Santísima Concepción,8,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1689961511,Hombre,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1696913021,Mujer,2015,Universidad Andrés Bello,13,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1701182121,Mujer,2015,Universidad Viña del Mar,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1703107111,Hombre,2015,Universidad San Sebastián,10,2,4,Competente, ,Asiste,Media,Asiste,Media
PQ1710591911,Hombre,2015,Universidad de Atacama,3,2,4,Competente, ,Asiste,Media,Asiste,Media
PQ1715030621,Mujer,2015,Universidad Bernardo O'Higgins,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PQ1724330011,Hombre,2015,Universidad Autónoma de Chile,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1728775521,Mujer,2015,Universidad de Atacama,3,2,3,Apropiado, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1733865921,Mujer,2015,Universidad Diego Portales,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1742554021,Mujer,2015,Universidad de las Américas,13,2,1,En desarrollo, ,Asiste,Media,Asiste,Media
PQ1748189821,Mujer,2014,Universidad Católica de la Santísima Concepción,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1772277911,Hombre,2014,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,Media,Asiste,Media
PQ1772376521,Mujer,2015,Universidad Bernardo O'Higgins,13,2,2,Esencial, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1774164321,Mujer,2015,Universidad San Sebastián,8,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1797695621,Mujer,2014,Pontificia Universidad Católica de Chile,13,2,4,Competente, ,Asiste,de Párvulos,Asiste,de Párvulos
PQ1800463611,Hombre,2015,Universidad Autónoma de Chile,7,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1831087521,Mujer,2015,Universidad de Concepción,8,2,4,Competente, ,Asiste,Media,Asiste,Media
PQ1834351621,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,2,3,Apropiado, ,Asiste,Media,Asiste,Media
PQ1835714711,Hombre,2015,Universidad Bernardo O'Higgins,13,2,3,Apropiado, ,Asiste,Media,Asiste,Media
