CLAVE,Genero,Aodeegreso,ies,region,Tipo_prueba,PHCE_NOTA,NOTA_PCE,PRP_NOTA_escritura,asis_phce,nivel2,asis_pcp,PCPInscrita
BA2092000221,Mujer,2015,Universidad Miguel de Cervantes,13,1, , ,3,Asiste,Básica,Asiste,Básica
BB2044245921,Mujer,2015,Universidad Andrés Bello,13,1, , ,3,Asiste,Básica,Asiste,Básica
CA2073768211,Hombre,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,1, , ,2,Asiste,Básica,Asiste,Básica
CB2081539615,Hombre,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
EC1901209421,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,4,Asiste,Básica,Asiste,Básica
FG1526676021,Mujer,2015,Universidad de Atacama,3,1, , ,3,Asiste,Básica,Asiste,Básica
FG1530420421,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
GF1319364521,Mujer,2015,Universidad de Atacama,3,1, , ,2,Asiste,Básica,Asiste,Básica
GG1763664221,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
GH1179278721,Mujer,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
HG1716574021,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,4,Asiste,Básica,Asiste,Básica
HG1910970521,Mujer,2015,Universidad San Sebastián,10,1, , ,3,Asiste,Básica,Asiste,Básica
HI1917550621,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
IG1681235921,Mujer,2015,Universidad Andrés Bello,13,1, , ,4,Asiste,Básica,Asiste,Básica
IK1685937921,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,3,Asiste,Básica,Asiste,Básica
JK1546058821,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
KM1657103621,Mujer,2015,Universidad Autónoma de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
LK1794549521,Mujer,2014,Universidad del Desarrollo,13,1, , ,4,Asiste,Básica,Asiste,Básica
LL1219512821,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,1, , ,4,Asiste,Básica,Asiste,Básica
LL1448744121,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
LM1165368521,Mujer,2015,Universidad Santo Tomás,15,1, , ,3,Asiste,Básica,Asiste,Básica
MK1778483121,Mujer,2012,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
MK1841346821,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
ML1026569221,Mujer,2015,Pontificia Universidad Católica de Chile,6,1, , ,4,Asiste,Básica,Asiste,Básica
ML1140246221,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,3,Asiste,Básica,Asiste,Básica
ML1385143021,Mujer,2015,Universidad Santo Tomás,8,1, , ,4,Asiste,Básica,Asiste,Básica
NM1337781021,Mujer,2013,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
NM1450253711,Hombre,2013,Universidad de Santiago de Chile,6,1, , ,4,Asiste,Básica,Asiste,Básica
NN1458231911,Hombre,2014,Universidad Católica Silva Henríquez,13,1, , ,4,Asiste,Básica,Asiste,Básica
ON1371954811,Hombre,2013,Universidad San Sebastián,13,1, , ,3,Asiste,Básica,Asiste,Básica
ON1535535221,Mujer,2015,Universidad Andrés Bello,13,1, , ,3,Asiste,Básica,Asiste,Básica
OO1994992711,Hombre,2013,Universidad del Mar,9,1, , ,4,Asiste,Básica,Asiste,Básica
OP1002709521,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1033747321,Mujer,2015,Universidad del Desarrollo,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1134669221,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1140062721,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1140172511,Hombre,2016,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1190544421,Mujer,2015,Universidad del Desarrollo,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1228305921,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,3,Asiste,Básica,Asiste,Básica
OP1230117121,Mujer,2014,Universidad de las Américas,8,1, , ,3,Asiste,Básica,Asiste,Básica
OP1255291221,Mujer,2015,Universidad del Desarrollo,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1280267921,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1289471321,Mujer,2016,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1290454421,Mujer,2015,Universidad San Sebastián,8,1, , ,4,Asiste,Básica,Asiste,Básica
OP1294715621,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1294883921,Mujer,2015,Universidad Andrés Bello,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1317567621,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
OP1389709111,Hombre,2014,Universidad de las Américas,8,1, , ,4,Asiste,Básica,Asiste,Básica
OP1478190321,Mujer,2015,Universidad de Concepción,8,1, , ,3,Asiste,Básica,Asiste,Básica
OP1502759321,Mujer,2015,Universidad del Desarrollo,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1511693621,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1528366321,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
OP1529208111,Hombre,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1550243021,Mujer,2015,Universidad Andrés Bello,13,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1566945021,Mujer,2016,Universidad Católica del Maule,8,1, , ,4,Asiste,Especial,Asiste,Básica
OQ1599631521,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1601714421,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1634450521,Mujer,2015,Universidad San Sebastián,8,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1649215511,Hombre,2015,Universidad de Concepción,8,1, , ,3,Asiste,Básica,Asiste,Básica
OQ1653704321,Mujer,2014,Universidad Católica Silva Henríquez,13,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1666227321,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1682279121,Mujer,2015,Universidad del Bío - Bío,8,1, , ,3,Asiste,de Párvulos,Asiste,Básica
OQ1725514121,Mujer,2015,Universidad de Los Andes,13,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1733812621,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1748439021,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1770504721,Mujer,2014,Universidad Católica Silva Henríquez,13,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1782465821,Mujer,2015,Universidad San Sebastián,8,1, , ,3,Asiste,Básica,Asiste,Básica
OQ1785792411,Hombre,2015,Universidad de las Américas,13,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1794765721,Mujer,2014,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1809105411,Hombre,2016,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1840064311,Hombre,2015,Universidad Católica Silva Henríquez,13,1, , ,3,Asiste,Básica,Asiste,Básica
OQ1864357511,Hombre,2015,Universidad Andrés Bello,13,1, , ,3,Asiste,Básica,Asiste,Básica
OQ1879428721,Mujer,2014,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1908311021,Mujer,2015,Universidad Andrés Bello,13,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1928381821,Mujer,2015,Universidad de Tarapacá,15,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1929351721,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
OQ1940289811,Hombre,2015,Universidad Católica Silva Henríquez,13,1, , ,3,Asiste,Básica,Asiste,Básica
OQ1978307321,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
PO1049634521,Mujer,2015,Universidad de Tarapacá,15,1, , ,3,Asiste,Básica,Asiste,Básica
PO1106964021,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
PO1162879921,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
PO1173553421,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,1, , ,3,Asiste,Básica,Asiste,Básica
PO1230688221,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
PO1349181511,Hombre,2015,Universidad de Tarapacá,15,1, , ,4,Asiste,Básica,Asiste,Básica
PO1415170621,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,3,Asiste,Básica,Asiste,Básica
PO1442249821,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
PO1460928221,Mujer,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
PO1509235621,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,3,Asiste,Básica,Asiste,Básica
PO1534151721,Mujer,2015,Universidad Autónoma de Chile,9,1, , ,4,Asiste,Básica,Asiste,Básica
PO1550731311,Hombre,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
PO1559663011,Hombre,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
PO1576312921,Mujer,2015,Universidad San Sebastián,14,1, , ,4,Asiste,Básica,Asiste,Básica
PO1586096421,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,3,Asiste,Básica,Asiste,Básica
PO1587775321,Mujer,2015,Universidad San Sebastián,8,1, , ,4,Asiste,Básica,Asiste,Básica
PO1680733021,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
PO1704583421,Mujer,2015,Universidad Andrés Bello,13,1, , ,4,Asiste,Básica,Asiste,Básica
PO1731445611,Hombre,2014,Universidad de las Américas,5,1, , ,3,Asiste,Básica,Asiste,Básica
PO1768200721,Mujer,2015,Universidad Católica de la Santísima Concepción,8,1, , ,3,Asiste,Básica,Asiste,Básica
PO1779966411,Hombre,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
PO1783658121,Mujer,2015,Universidad Viña del Mar,5,1, , ,3,Asiste,Básica,Asiste,Básica
PO1868184621,Mujer,2013,Pontificia Universidad Católica de Chile,13,1, , ,3,Asiste,Básica,Asiste,Básica
PO1872522511,Hombre,2015,Universidad San Sebastián,13,1, , ,3,Asiste,Básica,Asiste,Básica
PO1873619721,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
PO1900901421,Mujer,2015,Universidad Católica del Maule,7,1, , ,4,Asiste,Básica,Asiste,Básica
PO1908803821,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
PO1911493921,Mujer,2014,Universidad Católica Silva Henríquez,13,1, , ,4,Asiste,Básica,Asiste,Básica
PO1918297721,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
PO1942511121,Mujer,2015,Universidad Andrés Bello,13,1, , ,4,Asiste,Básica,Asiste,Básica
PO1989075621,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
PP1045035121,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
PP1054354721,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
PP1110245821,Mujer,2015,Universidad Miguel de Cervantes,13,1, , ,4,Asiste,Básica,Asiste,Básica
PP1143629521,Mujer,2015,Universidad de Concepción,8,1, , ,3,Asiste,Básica,Asiste,Básica
PP1234623421,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
PP1262854721,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,3,Asiste,Básica,No asiste, 
PP1274036121,Mujer,2015,Universidad de Tarapacá,15,1, , ,3,Asiste,Básica,Asiste,Básica
PP1301676821,Mujer,2015,Universidad de Concepción,8,1, , ,3,Asiste,Básica,Asiste,Básica
PP1321151921,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
PP1324845011,Hombre,2015,Universidad Católica del Maule,7,1, , ,3,Asiste,Básica,Asiste,Básica
PP1354044111,Hombre,2015,Universidad San Sebastián,8,1, , ,3,Asiste,Básica,Asiste,Básica
PP1377469721,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,1, , ,4,Asiste,Básica,Asiste,Básica
PP1421876621,Mujer,2014,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
PP1431872611,Hombre,2015,Universidad de Tarapacá,15,1, , ,3,Asiste,Básica,Asiste,Básica
PP1432762921,Mujer,2015,Universidad Andrés Bello,13,1, , ,4,Asiste,Básica,Asiste,Básica
PP1433422711,Hombre,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
PP1487517711,Hombre,2016,Universidad de la Serena,4,1, , ,3,Asiste,Básica,Asiste,Básica
PP1491161021,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
PP1536909121,Mujer,2015,Universidad del Mar,3,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1603612421,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1608926721,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1674747021,Hombre,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1677794121,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1689752321,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1727459021,Mujer,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1732821721,Mujer,2015,Universidad Alberto Hurtado,13,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1765362121,Mujer,2015,Universidad de Concepción,8,1, , ,3,Asiste,Básica,Asiste,Básica
PQ1803968821,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1805166921,Mujer,2016,Universidad Viña del Mar,5,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1841362721,Mujer,2014,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1842322321,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1866792921,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
PQ1934946911,Hombre,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
QO1061084521,Mujer,2015,Universidad Miguel de Cervantes,13,1, , ,4,Asiste,Básica,Asiste,Básica
QO1278352321,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,1, , ,3,Asiste,Básica,Asiste,Básica
QO1547321221,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
QO1575251021,Mujer,2015,Universidad Católica del Maule,7,1, , ,3,Asiste,Básica,Asiste,Básica
QO1920857421,Mujer,2015,Universidad del Desarrollo,13,1, , ,4,Asiste,Básica,Asiste,Básica
QP1133452021,Mujer,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
QP1251693121,Mujer,2016,Universidad Viña del Mar,5,1, , ,2,Asiste,Básica,Asiste,Básica
QP1298957921,Mujer,2016,Universidad Bernardo O'Higgins,13,1, , ,2,Asiste,Básica,Asiste,Básica
QP1364324421,Mujer,2015,Universidad de las Américas,13,1, , ,4,Asiste,Básica,Asiste,Básica
QP1387884811,Hombre,2015,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
QP1476136021,Mujer,2014,Universidad de Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
QP1521954221,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
QQ1567145321,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
QQ1642009221,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
QQ1704027821,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,1, , ,4,Asiste,Básica,Asiste,Básica
QQ1739352821,Mujer,2015,Universidad de Concepción,8,1, , ,3,Asiste,Básica,Asiste,Básica
QQ1744849911,Hombre,2014,Pontificia Universidad Católica de Chile,13,1, , ,3,Asiste,Básica,Asiste,Básica
QQ1752056421,Mujer,2015,Universidad Católica del Maule,7,1, , ,4,Asiste,Básica,Asiste,Básica
QQ1863717621,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,3,Asiste,Básica,Asiste,Básica
QR1010730721,Mujer,2015,Universidad San Sebastián,8,1, , ,4,Asiste,Básica,Asiste,Básica
QR1019057521,Mujer,2015,Universidad Autónoma de Chile,7,1, , ,4,Asiste,Básica,Asiste,Básica
QR1068139221,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
QR1092381321,Mujer,2015,Universidad del Bío - Bío,8,1, , ,3,Asiste,Básica,Asiste,Básica
QR1130712621,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
QR1148276721,Mujer,2015,Universidad Santo Tomás,4,1, , ,4,Asiste,Básica,Asiste,Básica
QR1153144211,Hombre,2015,Universidad de las Américas,13,1, , ,4,Asiste,Básica,Asiste,Básica
QR1165722421,Mujer,2015,Universidad Católica del Norte,2,1, , ,3,Asiste,Básica,Asiste,Básica
QR1180359321,Mujer,2015,Universidad Católica de la Santísima Concepción,8,1, , ,4,Asiste,Básica,Asiste,Básica
QR1196007621,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,4,Asiste,Básica,Asiste,Básica
QR1222142821,Mujer,2015,Universidad de Tarapacá,15,1, , ,3,Asiste,Básica,Asiste,Básica
QR1229968611,Hombre,2015,Universidad San Sebastián,10,1, , ,3,Asiste,Básica,Asiste,Básica
QR1234250221,Mujer,2015,Universidad Católica del Maule,7,1, , ,4,Asiste,Básica,Asiste,Básica
QR1241638511,Hombre,2015,Universidad San Sebastián,14,1, , ,4,Asiste,Básica,Asiste,Básica
QR1265684911,Hombre,2015,Universidad Católica del Maule,7,1, , ,4,Asiste,Básica,Asiste,Básica
QR1285503811,Hombre,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
QR1339708111,Hombre,2015,Universidad Católica del Maule,7,1, , ,3,Asiste,Básica,Asiste,Básica
QR1365017321,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
QR1425887721,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,3,Asiste,Básica,Asiste,Básica
QR1438960821,Mujer,2015,Universidad Santo Tomás,8,1, , ,4,Asiste,Básica,Asiste,Básica
QR1445978721,Mujer,2015,Universidad Autónoma de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
QR1472768721,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
QR1474810221,Mujer,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
QR1501819421,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,1, , ,3,Asiste,Básica,Asiste,Básica
QR1504547021,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,3,Asiste,Básica,Asiste,Básica
QR1523419821,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
QS1553629321,Mujer,2015,Universidad Diego Portales,13,1, , ,4,Asiste,Básica,Asiste,Básica
QS1574784221,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
QS1581606221,Mujer,2015,Universidad Andrés Bello,13,1, , ,3,Asiste,Básica,Asiste,Básica
QS1602992821,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
QS1617279221,Mujer,2015,Universidad San Sebastián,14,1, , ,2,Asiste,Básica,Asiste,Básica
QS1618521621,Mujer,2015,Universidad Católica de Temuco,9,1, , ,3,Asiste,Básica,Asiste,Básica
QS1648449521,Mujer,2015,Universidad Adventista de Chile,8,1, , ,4,Asiste,Básica,Asiste,Básica
QS1671643521,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
QS1702309121,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
QS1708648121,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
QS1720801921,Mujer,2016,Universidad De Playa Ancha De Ciencias De La Educación,5,1, , ,3,Asiste,Básica,Asiste,Básica
QS1725507421,Mujer,2015,Universidad de Tarapacá,15,1, , ,4,Asiste,Básica,Asiste,Básica
QS1796556421,Mujer,2015,Universidad Católica del Norte,2,1, , ,2,Asiste,Básica,Asiste,Básica
QS1800410121,Mujer,2015,Universidad Bolivariana,7,1, , ,4,Asiste,Básica,Asiste,Básica
QS1801243221,Mujer,2015,Universidad Santo Tomás,15,1, , ,2,Asiste,Básica,Asiste,Básica
QS1802431521,Mujer,2015,Universidad Adventista de Chile,8,1, , ,4,Asiste,Básica,Asiste,Básica
QS1830689521,Mujer,2015,Universidad de Los Andes,13,1, , ,4,Asiste,Básica,Asiste,Básica
QS1841748321,Mujer,2015,Universidad San Sebastián,8,1, , ,4,Asiste,Básica,Asiste,Básica
QS1873066911,Hombre,2015,Universidad Bernardo O'Higgins,13,1, , ,2,Asiste,Básica,Asiste,Básica
QS1876606621,Mujer,2015,Universidad Andrés Bello,13,1, , ,3,Asiste,Básica,Asiste,Básica
QS1923164021,Mujer,2015,Pontificia Universidad Católica de Chile,5,1, , ,4,Asiste,Básica,Asiste,Básica
QS1933977721,Mujer,2015,Universidad San Sebastián,14,1, , ,3,Asiste,Básica,Asiste,Básica
QS1958689121,Mujer,2015,Universidad San Sebastián,10,1, , ,3,Asiste,Básica,Asiste,Básica
QS1996632921,Mujer,2015,Universidad Católica del Maule,7,1, , ,4,Asiste,Básica,Asiste,Básica
QS1997519211,Hombre,2015,Universidad Andrés Bello,13,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1007809621,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1061228621,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1064717521,Mujer,2015,Universidad Católica del Norte,2,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1072161711,Hombre,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1079683621,Mujer,2015,Universidad San Sebastián,10,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1080022521,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1091533521,Mujer,2015,Universidad Autónoma de Chile,7,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1113146721,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1153757921,Mujer,2015,Pontificia Universidad Católica de Valparaíso,5,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1157709621,Mujer,2016,Universidad de la Serena,4,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1162863021,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1169574021,Mujer,2015,Universidad San Sebastián,14,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1172124821,Mujer,2015,Universidad del Bío - Bío,8,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1176716821,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1197112721,Mujer,2015,Universidad San Sebastián,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1221815621,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1232138021,Mujer,2015,Universidad del Desarrollo,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1250078321,Mujer,2015,Universidad Andrés Bello,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1285237621,Mujer,2015,Universidad Santo Tomás,8,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1319793221,Mujer,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1414480121,Mujer,2015,Universidad Bernardo O'Higgins,13,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1415165411,Hombre,2015,Universidad San Sebastián,14,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1423929721,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1500195921,Mujer,2015,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1524750221,Mujer,2014,Pontificia Universidad Católica de Chile,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1555949921,Mujer,2015,Universidad San Sebastián,10,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1566256321,Mujer,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1570156021,Mujer,2015,Universidad Bolivariana,4,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1596828921,Mujer,2015,Universidad Diego Portales,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1604079711,Hombre,2015,Universidad Bernardo O'Higgins,13,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1624809621,Mujer,2015,Universidad de Atacama,3,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1651061821,Mujer,2015,Universidad San Sebastián,10,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1688990021,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1690244621,Mujer,2015,Universidad Católica del Maule,7,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1736226121,Mujer,2015,Universidad Católica Silva Henríquez,13,1, , ,4,Asiste,Básica,Asiste,Básica
RQ1738710221,Mujer,2015,Universidad Católica de Temuco,9,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1744451811,Hombre,2015,Universidad Mayor,13,1, , ,3,Asiste,Básica,Asiste,Básica
RQ1771517611,Hombre,2015,Universidad Santo Tomás,8,1, , ,4,Asiste,Básica,Asiste,Básica
